,Ticker,Tipo,SgmtNm,TckrSymb,Validade,Strike,TradQty
23872,PETR4,EURO,EQUITY PUT,PETRT167,2020-08-17,16.78,9
23873,PETR4,EURO,EQUITY PUT,PETRT169,2020-08-17,17.03,18
23876,PETR4,EURO,EQUITY PUT,PETRT172,2020-08-17,17.28,13
23877,PETR4,EURO,EQUITY PUT,PETRT175,2020-08-17,17.53,11
23878,PETR4,EURO,EQUITY PUT,PETRT179,2020-08-17,18.03,42
23880,PETR4,EURO,EQUITY PUT,PETRT182,2020-08-17,21.28,9
23882,PETR4,EURO,EQUITY PUT,PETRT187,2020-08-17,18.78,5
23883,PETR4,EURO,EQUITY PUT,PETRT189,2020-08-17,19.03,40
23885,PETR4,EURO,EQUITY PUT,PETRT192,2020-08-17,19.28,10
23886,PETR3,EURO,EQUITY PUT,PETRT195,2020-08-17,19.58,1
23887,PETR4,EURO,EQUITY PUT,PETRT196,2020-08-17,20.03,61
23888,PETR4,EURO,EQUITY PUT,PETRT199,2020-08-17,22.78,20
23889,PETR4,EURO,EQUITY PUT,PETRT20,2020-08-17,18.53,88
23891,PETR4,EURO,EQUITY PUT,PETRT202,2020-08-17,20.28,16
23892,PETR4,EURO,EQUITY PUT,PETRT203,2020-08-17,19.53,32
23893,PETR4,EURO,EQUITY PUT,PETRT204,2020-08-17,19.78,22
23894,PETR4,EURO,EQUITY PUT,PETRT206,2020-08-17,23.03,17
23895,PETR4,EURO,EQUITY PUT,PETRT209,2020-08-17,21.03,89
23896,PETR4,EURO,EQUITY PUT,PETRT212,2020-08-17,21.78,65
23897,PETR4,EURO,EQUITY PUT,PETRT213,2020-08-17,20.78,16
23898,PETR4,EURO,EQUITY PUT,PETRT214,2020-08-17,23.28,4
23899,PETR4,EURO,EQUITY PUT,PETRT216,2020-08-17,24.28,2
23900,PETR4,EURO,EQUITY PUT,PETRT217,2020-08-17,22.28,4
23902,PETR4,EURO,EQUITY PUT,PETRT22,2020-08-17,20.53,12
23903,PETR4,EURO,EQUITY PUT,PETRT220,2020-08-17,21.53,67
23904,PETR4,EURO,EQUITY PUT,PETRT225,2020-08-17,22.03,68
23907,PETR4,EURO,EQUITY PUT,PETRT232,2020-08-17,22.53,20
23908,PETR4,EURO,EQUITY PUT,PETRT24,2020-08-17,24.53,1
23909,PETR4,EURO,EQUITY PUT,PETRT243,2020-08-17,23.78,31
23910,PETR4,EURO,EQUITY PUT,PETRT245,2020-08-17,24.03,23
23912,PETR4,EURO,EQUITY PUT,PETRT25,2020-08-17,23.53,11
23913,PETR4,EURO,EQUITY PUT,PETRT253,2020-08-17,24.78,27
23915,PETR4,EURO,EQUITY PUT,PETRT255,2020-08-17,25.03,71
23916,PETR4,EURO,EQUITY PUT,PETRT259,2020-08-17,25.28,12
23917,PETR4,EURO,EQUITY PUT,PETRT26,2020-08-17,26.28,2
23918,PETR4,EURO,EQUITY PUT,PETRT262,2020-08-17,25.53,2
23919,PETR4,EURO,EQUITY PUT,PETRT271,2020-08-17,26.78,2
23920,PETR4,EURO,EQUITY PUT,PETRT277,2020-08-17,27.03,1
23921,PETR4,EURO,EQUITY PUT,PETRT279,2020-08-17,27.28,19
23922,PETR4,EURO,EQUITY PUT,PETRT28,2020-08-17,26.53,13
23923,PETR4,EURO,EQUITY PUT,PETRT280,2020-08-17,28.03,39
23924,PETR4,EURO,EQUITY PUT,PETRT284,2020-08-17,27.53,40
23925,PETR4,EURO,EQUITY PUT,PETRT287,2020-08-17,28.78,2
23926,PETR4,EURO,EQUITY PUT,PETRT288,2020-08-17,28.28,11
23931,PETR4,EURO,EQUITY PUT,PETRT303,2020-08-17,29.53,8
23932,PETR4,EURO,EQUITY PUT,PETRT306,2020-08-17,29.78,1
23933,PETR4,EURO,EQUITY PUT,PETRT308,2020-08-17,30.28,3
23935,PETR4,EURO,EQUITY PUT,PETRT313,2020-08-17,30.53,2
23936,PETR4,EURO,EQUITY PUT,PETRT315,2020-08-17,31.53,3
23937,PETR4,EURO,EQUITY PUT,PETRT317,2020-08-17,31.03,2
23941,PETR4,EURO,EQUITY PUT,PETRT35,2020-08-17,33.53,1
23949,PETR4,EURO,EQUITY PUT,PETRT663,2020-08-17,6.63,6
23951,PETR4,EURO,EQUITY PUT,PETRT84,2020-08-17,8.48,1
23952,PETR4,EURO,EQUITY PUT,PETRT94,2020-08-17,9.48,4
23953,PETR4,EURO,EQUITY PUT,PETRU10,2020-09-21,8.53,4
23970,PETR4,EURO,EQUITY PUT,PETRU165,2020-09-21,16.53,2
23977,PETR4,EURO,EQUITY PUT,PETRU185,2020-09-21,18.53,4
23981,PETR4,EURO,EQUITY PUT,PETRU190,2020-09-21,19.03,1
23983,PETR4,EURO,EQUITY PUT,PETRU195,2020-09-21,19.53,2
23988,PETR4,EURO,EQUITY PUT,PETRU205,2020-09-21,20.53,1
24003,PETR4,EURO,EQUITY PUT,PETRU250,2020-09-21,25.03,1
24017,PETR4,EURO,EQUITY PUT,PETRU300,2020-09-21,28.53,1
24019,PETR4,EURO,EQUITY PUT,PETRU304,2020-09-21,29.53,3
24052,PETR4,EURO,EQUITY PUT,PETRV200,2020-10-19,20.03,8
24062,PETR4,EURO,EQUITY PUT,PETRV234,2020-10-19,22.78,1
24084,PETR4,EURO,EQUITY PUT,PETRV40,2020-10-19,10.53,2
24090,PETR4,EURO,EQUITY PUT,PETRV458,2020-10-19,4.58,2
24116,PETR4,EURO,EQUITY PUT,PETRW209,2020-11-16,20.95,1
24145,PETR4,EURO,EQUITY PUT,PETRX106,2020-12-21,10.61,3
24179,PETR4,EURO,EQUITY PUT,PETRX213,2020-12-21,21.36,1
24192,PETR4,EURO,EQUITY PUT,PETRX250,2020-12-21,23.61,12
24206,PETR4,EURO,EQUITY PUT,PETRX280,2020-12-21,26.61,12
24209,PETR4,EURO,EQUITY PUT,PETRX29,2020-12-21,29.11,4
24214,PETR4,EURO,EQUITY PUT,PETRX302,2020-12-21,29.86,1
24222,PETR4,EURO,EQUITY PUT,PETRX330,2020-12-21,31.61,2
24309,QUAL3,AMER,EQUITY CALL,QUALG27,2020-07-20,27.0,1
24310,QUAL3,AMER,EQUITY CALL,QUALG28,2020-07-20,28.0,1
24311,QUAL3,AMER,EQUITY CALL,QUALG29,2020-07-20,29.0,2
24312,QUAL3,AMER,EQUITY CALL,QUALG30,2020-07-20,30.0,2
24313,QUAL3,AMER,EQUITY CALL,QUALG31,2020-07-20,31.0,1
24315,QUAL3,AMER,EQUITY CALL,QUALG395,2020-07-20,39.5,1
24325,QUAL3,AMER,EQUITY CALL,QUALG58,2020-07-20,28.5,1
24391,QUAL3,EURO,EQUITY PUT,QUALS26,2020-07-20,26.0,1
24465,RADL3,AMER,EQUITY CALL,RADLG10,2020-07-20,109.87,1
24466,RADL3,AMER,EQUITY CALL,RADLG12,2020-07-20,111.87,4
24472,RADL3,AMER,EQUITY CALL,RADLG14,2020-07-20,113.87,2
24473,RADL3,AMER,EQUITY CALL,RADLG16,2020-07-20,115.87,8
24481,RADL3,AMER,EQUITY CALL,RADLG8,2020-07-20,107.87,2
24497,RADL3,AMER,EQUITY CALL,RADLH109,2020-08-17,109.43,2
24498,RADL3,AMER,EQUITY CALL,RADLH111,2020-08-17,111.43,5
24510,RADL3,AMER,EQUITY CALL,RADLH175,2020-08-17,107.43,4
24545,RADL3,EURO,EQUITY PUT,RADLS12,2020-07-20,111.87,5
24554,RADL3,EURO,EQUITY PUT,RADLS2,2020-07-20,101.87,1
24558,RADL3,EURO,EQUITY PUT,RADLS4,2020-07-20,103.87,1
24559,RADL3,EURO,EQUITY PUT,RADLS6,2020-07-20,105.87,3
24560,RADL3,EURO,EQUITY PUT,RADLS8,2020-07-20,107.87,1
24574,RADL3,EURO,EQUITY PUT,RADLT105,2020-08-17,105.43,5
24577,RADL3,EURO,EQUITY PUT,RADLT111,2020-08-17,111.43,6
24635,RAIL3,AMER,EQUITY CALL,RAILG22,2020-07-20,22.0,4
24637,RAIL3,AMER,EQUITY CALL,RAILG23,2020-07-20,23.0,7
24638,RAIL3,EURO,EQUITY CALL,RAILG237,2020-07-20,23.75,1
24639,RAIL3,AMER,EQUITY CALL,RAILG24,2020-07-20,24.0,3
24640,RAIL3,AMER,EQUITY CALL,RAILG250,2020-07-20,25.0,11
24641,RAIL3,AMER,EQUITY CALL,RAILG26,2020-07-20,26.0,48
24642,RAIL3,AMER,EQUITY CALL,RAILG27,2020-07-20,27.0,3
24644,RAIL3,AMER,EQUITY CALL,RAILG280,2020-07-20,28.0,4
24651,RAIL3,AMER,EQUITY CALL,RAILG53,2020-07-20,23.5,1
24652,RAIL3,AMER,EQUITY CALL,RAILG54,2020-07-20,24.5,2
24663,RAIL3,AMER,EQUITY CALL,RAILH22,2020-08-17,22.0,9
24664,RAIL3,AMER,EQUITY CALL,RAILH23,2020-08-17,23.0,7
24665,RAIL3,AMER,EQUITY CALL,RAILH24,2020-08-17,24.0,2
24666,RAIL3,AMER,EQUITY CALL,RAILH250,2020-08-17,25.0,1
24667,RAIL3,AMER,EQUITY CALL,RAILH260,2020-08-17,26.0,5
24668,RAIL3,AMER,EQUITY CALL,RAILH270,2020-08-17,27.0,1
24717,RAIL3,EURO,EQUITY PUT,RAILN250,2022-02-18,25.0,1
24727,RAIL3,EURO,EQUITY PUT,RAILS170,2020-07-20,17.0,2
24731,RAIL3,EURO,EQUITY PUT,RAILS20,2020-07-20,20.0,1
24732,RAIL3,EURO,EQUITY PUT,RAILS21,2020-07-20,21.0,267
24733,RAIL3,EURO,EQUITY PUT,RAILS22,2020-07-20,22.0,7
24734,RAIL3,EURO,EQUITY PUT,RAILS222,2020-07-20,22.25,2
24735,RAIL3,EURO,EQUITY PUT,RAILS23,2020-07-20,23.0,11
24737,RAIL3,EURO,EQUITY PUT,RAILS24,2020-07-20,24.0,7
24738,RAIL3,EURO,EQUITY PUT,RAILS250,2020-07-20,25.0,5
24746,RAIL3,EURO,EQUITY PUT,RAILS50,2020-07-20,20.5,1
24747,RAIL3,EURO,EQUITY PUT,RAILS51,2020-07-20,21.5,2
24754,RAIL3,EURO,EQUITY PUT,RAILT15,2020-08-17,15.0,1
24759,RAIL3,EURO,EQUITY PUT,RAILT20,2020-08-17,20.0,1
24760,RAIL3,EURO,EQUITY PUT,RAILT21,2020-08-17,21.0,8
24761,RAIL3,EURO,EQUITY PUT,RAILT22,2020-08-17,22.0,1
24762,RAIL3,EURO,EQUITY PUT,RAILT23,2020-08-17,23.0,1
24763,RAIL3,EURO,EQUITY PUT,RAILT24,2020-08-17,24.0,2
24773,RAIL3,EURO,EQUITY PUT,RAILT50,2020-08-17,20.5,2
24774,RAIL3,EURO,EQUITY PUT,RAILT51,2020-08-17,21.5,1
24782,RAIL3,EURO,EQUITY PUT,RAILU215,2020-09-21,21.5,2
24865,RENT3,AMER,EQUITY CALL,RENTG40,2020-07-20,39.93,1
24866,RENT3,AMER,EQUITY CALL,RENTG410,2020-07-20,40.93,1
24869,RENT3,AMER,EQUITY CALL,RENTG440,2020-07-20,43.93,5
24871,RENT3,AMER,EQUITY CALL,RENTG460,2020-07-20,45.93,1
24872,RENT3,AMER,EQUITY CALL,RENTG470,2020-07-20,46.93,2
24895,RENT3,AMER,EQUITY CALL,RENTH410,2020-08-17,40.93,1
24984,RENT3,EURO,EQUITY PUT,RENTS37,2020-07-20,36.93,1
24986,RENT3,EURO,EQUITY PUT,RENTS39,2020-07-20,38.93,1
24990,RENT3,EURO,EQUITY PUT,RENTS420,2020-07-20,41.93,1
25091,SANB11,AMER,EQUITY CALL,SANBG1,2020-07-20,31.3,1
25100,SANB11,AMER,EQUITY CALL,SANBG30,2020-07-20,29.8,1
25101,SANB11,AMER,EQUITY CALL,SANBG31,2020-07-20,30.8,1
25102,SANB11,AMER,EQUITY CALL,SANBG32,2020-07-20,31.8,1
25149,SANB11,AMER,EQUITY CALL,SANBH57,2020-08-17,27.8,1
25186,SANB11,EURO,EQUITY PUT,SANBS27,2020-07-20,26.8,3
25187,SANB11,EURO,EQUITY PUT,SANBS28,2020-07-20,27.8,1
25284,SAPR11,AMER,EQUITY CALL,SAPRG350,2020-07-20,35.0,4
25285,SAPR11,AMER,EQUITY CALL,SAPRG360,2020-07-20,36.0,4
25395,SBSP3,AMER,EQUITY CALL,SBSPG560,2020-07-20,56.0,1
25396,SBSP3,AMER,EQUITY CALL,SBSPG570,2020-07-20,57.0,3
25397,SBSP3,AMER,EQUITY CALL,SBSPG580,2020-07-20,58.0,2
25398,SBSP3,AMER,EQUITY CALL,SBSPG590,2020-07-20,59.0,4
25399,SBSP3,AMER,EQUITY CALL,SBSPG600,2020-07-20,60.0,12
25400,SBSP3,AMER,EQUITY CALL,SBSPG610,2020-07-20,61.0,1
25403,SBSP3,AMER,EQUITY CALL,SBSPG650,2020-07-20,65.0,11
25405,SBSP3,AMER,EQUITY CALL,SBSPG700,2020-07-20,70.0,2
25429,SBSP3,AMER,EQUITY CALL,SBSPH550,2020-08-17,55.0,3
25436,SBSP3,AMER,EQUITY CALL,SBSPH620,2020-08-17,62.0,2
25514,SBSP3,EURO,EQUITY PUT,SBSPS550,2020-07-20,55.0,1
25515,SBSP3,EURO,EQUITY PUT,SBSPS560,2020-07-20,56.0,1
25516,SBSP3,EURO,EQUITY PUT,SBSPS570,2020-07-20,57.0,3
25517,SBSP3,EURO,EQUITY PUT,SBSPS580,2020-07-20,58.0,2
25549,SBSP3,EURO,EQUITY PUT,SBSPT550,2020-08-17,55.0,1
25550,SBSP3,EURO,EQUITY PUT,SBSPT560,2020-08-17,56.0,1
25922,SMLS3,AMER,EQUITY CALL,SMLSG17,2020-07-20,17.0,1
26012,SMLS3,EURO,EQUITY PUT,SMLSS44,2020-07-20,14.5,1
26153,SUZB3,AMER,EQUITY CALL,SUZBG10,2020-07-20,40.5,1
26154,SUZB3,AMER,EQUITY CALL,SUZBG11,2020-07-20,41.5,2
26159,SUZB3,AMER,EQUITY CALL,SUZBG330,2020-07-20,33.0,1
26166,SUZB3,AMER,EQUITY CALL,SUZBG37,2020-07-20,37.0,9
26167,SUZB3,AMER,EQUITY CALL,SUZBG38,2020-07-20,38.0,16
26168,SUZB3,AMER,EQUITY CALL,SUZBG39,2020-07-20,39.0,22
26169,SUZB3,AMER,EQUITY CALL,SUZBG395,2020-07-20,39.5,2
26170,SUZB3,AMER,EQUITY CALL,SUZBG40,2020-07-20,40.0,13
26171,SUZB3,AMER,EQUITY CALL,SUZBG41,2020-07-20,41.0,15
26172,SUZB3,AMER,EQUITY CALL,SUZBG42,2020-07-20,42.0,9
26173,SUZB3,AMER,EQUITY CALL,SUZBG43,2020-07-20,43.0,4
26174,SUZB3,AMER,EQUITY CALL,SUZBG44,2020-07-20,44.0,5
26175,SUZB3,AMER,EQUITY CALL,SUZBG450,2020-07-20,45.0,9
26176,SUZB3,AMER,EQUITY CALL,SUZBG46,2020-07-20,46.0,3
26180,SUZB3,AMER,EQUITY CALL,SUZBG50,2020-07-20,50.0,2
26189,SUZB3,AMER,EQUITY CALL,SUZBG63,2020-07-20,63.0,2
26192,SUZB3,AMER,EQUITY CALL,SUZBG7,2020-07-20,37.5,15
26193,SUZB3,AMER,EQUITY CALL,SUZBG8,2020-07-20,38.5,3
26194,SUZB3,AMER,EQUITY CALL,SUZBH16,2020-08-17,46.5,1
26203,SUZB3,AMER,EQUITY CALL,SUZBH37,2020-08-17,37.0,5
26204,SUZB3,AMER,EQUITY CALL,SUZBH375,2020-08-17,37.5,1
26205,SUZB3,AMER,EQUITY CALL,SUZBH385,2020-08-17,38.5,6
26207,SUZB3,AMER,EQUITY CALL,SUZBH400,2020-08-17,40.0,1
26211,SUZB3,AMER,EQUITY CALL,SUZBH420,2020-08-17,42.0,3
26242,SUZB3,AMER,EQUITY CALL,SUZBI410,2020-09-21,41.0,1
26255,SUZB3,EURO,EQUITY CALL,SUZBJ417,2020-10-19,41.75,1
26297,SUZB3,EURO,EQUITY PUT,SUZBS330,2020-07-20,33.0,4
26298,SUZB3,EURO,EQUITY PUT,SUZBS335,2020-07-20,33.5,1
26299,SUZB3,EURO,EQUITY PUT,SUZBS340,2020-07-20,34.0,5
26301,SUZB3,EURO,EQUITY PUT,SUZBS350,2020-07-20,35.0,14
26303,SUZB3,EURO,EQUITY PUT,SUZBS360,2020-07-20,36.0,1
26304,SUZB3,EURO,EQUITY PUT,SUZBS37,2020-07-20,37.0,37
26305,SUZB3,EURO,EQUITY PUT,SUZBS38,2020-07-20,38.0,4
26306,SUZB3,EURO,EQUITY PUT,SUZBS39,2020-07-20,39.0,1
26316,SUZB3,EURO,EQUITY PUT,SUZBS48,2020-07-20,48.0,2
26325,SUZB3,EURO,EQUITY PUT,SUZBS6,2020-07-20,36.5,9
26330,SUZB3,EURO,EQUITY PUT,SUZBS7,2020-07-20,37.5,6
26331,SUZB3,EURO,EQUITY PUT,SUZBS8,2020-07-20,38.5,1
26338,SUZB3,EURO,EQUITY PUT,SUZBT340,2020-08-17,34.0,2
26339,SUZB3,EURO,EQUITY PUT,SUZBT360,2020-08-17,36.0,1
26342,SUZB3,EURO,EQUITY PUT,SUZBT375,2020-08-17,37.5,2
26343,SUZB3,EURO,EQUITY PUT,SUZBT385,2020-08-17,38.5,1
26344,SUZB3,EURO,EQUITY PUT,SUZBT395,2020-08-17,39.5,1
26366,SUZB3,EURO,EQUITY PUT,SUZBU342,2020-09-21,34.25,1
26372,SUZB3,EURO,EQUITY PUT,SUZBU370,2020-09-21,37.0,2
26422,TAEE11,AMER,EQUITY CALL,TAEEG2,2020-07-20,31.65,4
26431,TAEE11,AMER,EQUITY CALL,TAEEG30,2020-07-20,29.15,4
26442,TAEE11,AMER,EQUITY CALL,TAEEG58,2020-07-20,27.65,8
26444,TAEE11,AMER,EQUITY CALL,TAEEG60,2020-07-20,29.65,110
26453,TAEE11,AMER,EQUITY CALL,TAEEH30,2020-08-17,29.65,1
26517,TAEE11,EURO,EQUITY PUT,TAEET27,2020-08-17,26.65,1
26518,TAEE11,EURO,EQUITY PUT,TAEET28,2020-08-17,27.65,1
26565,TIET11,AMER,EQUITY CALL,TIETG180,2020-07-20,18.0,1
26589,TIMP3,AMER,EQUITY CALL,TIMPG14,2020-07-20,14.0,4
26590,TIMP3,AMER,EQUITY CALL,TIMPG15,2020-07-20,15.0,4
26591,TIMP3,AMER,EQUITY CALL,TIMPG16,2020-07-20,16.0,1
26601,TIMP3,AMER,EQUITY CALL,TIMPG45,2020-07-20,15.5,2
26611,TIMP3,AMER,EQUITY CALL,TIMPH14,2020-08-17,14.0,1
26612,TIMP3,AMER,EQUITY CALL,TIMPH15,2020-08-17,15.0,1
26828,UGPA3,AMER,EQUITY CALL,UGPAG18,2020-07-20,18.0,1
26829,UGPA3,AMER,EQUITY CALL,UGPAG19,2020-07-20,19.0,1
26831,UGPA3,AMER,EQUITY CALL,UGPAG21,2020-07-20,21.0,31
26839,UGPA3,AMER,EQUITY CALL,UGPAG47,2020-07-20,17.5,3
26853,UGPA3,AMER,EQUITY CALL,UGPAH185,2020-08-17,18.5,2
26854,UGPA3,AMER,EQUITY CALL,UGPAH190,2020-08-17,19.0,8
26855,UGPA3,AMER,EQUITY CALL,UGPAH195,2020-08-17,19.5,1
26856,UGPA3,AMER,EQUITY CALL,UGPAH200,2020-08-17,20.0,1
26913,UGPA3,EURO,EQUITY PUT,UGPAS17,2020-07-20,17.0,4
26925,UGPA3,EURO,EQUITY PUT,UGPAS47,2020-07-20,17.5,2
26926,UGPA3,EURO,EQUITY PUT,UGPAS48,2020-07-20,18.5,1
26938,UGPA3,EURO,EQUITY PUT,UGPAT18,2020-08-17,18.0,2
26939,UGPA3,EURO,EQUITY PUT,UGPAT185,2020-08-17,18.5,1
27004,USIM5,AMER,EQUITY CALL,USIMG6,2020-07-20,6.0,4
27005,USIM5,AMER,EQUITY CALL,USIMG62,2020-07-20,6.2,1
27007,USIM5,AMER,EQUITY CALL,USIMG66,2020-07-20,6.6,4
27008,USIM5,AMER,EQUITY CALL,USIMG680,2020-07-20,6.8,1
27009,USIM5,AMER,EQUITY CALL,USIMG700,2020-07-20,7.0,25
27010,USIM5,AMER,EQUITY CALL,USIMG720,2020-07-20,7.2,33
27011,USIM5,AMER,EQUITY CALL,USIMG740,2020-07-20,7.4,39
27012,USIM5,AMER,EQUITY CALL,USIMG760,2020-07-20,7.6,31
27013,USIM5,EURO,EQUITY CALL,USIMG770,2020-07-20,7.7,1
27014,USIM5,AMER,EQUITY CALL,USIMG780,2020-07-20,7.8,40
27016,USIM5,AMER,EQUITY CALL,USIMG800,2020-07-20,8.0,81
27017,USIM5,AMER,EQUITY CALL,USIMG820,2020-07-20,8.2,197
27018,USIM5,AMER,EQUITY CALL,USIMG840,2020-07-20,8.4,20
27019,USIM5,AMER,EQUITY CALL,USIMG860,2020-07-20,8.6,22
27021,USIM5,EURO,EQUITY CALL,USIMG890,2020-07-20,8.9,6
27022,USIM5,AMER,EQUITY CALL,USIMG940,2020-07-20,9.4,14
27023,USIM5,EURO,EQUITY CALL,USIMH107,2020-08-17,10.71,4
27050,USIM5,AMER,EQUITY CALL,USIMH700,2020-08-17,6.96,4
27051,USIM5,AMER,EQUITY CALL,USIMH720,2020-08-17,7.16,10
27052,USIM5,AMER,EQUITY CALL,USIMH740,2020-08-17,7.36,2
27053,USIM5,AMER,EQUITY CALL,USIMH760,2020-08-17,7.56,3
27054,USIM5,EURO,EQUITY CALL,USIMH766,2020-08-17,7.66,1
27055,USIM5,AMER,EQUITY CALL,USIMH780,2020-08-17,7.76,1
27056,USIM5,EURO,EQUITY CALL,USIMH790,2020-08-17,7.86,1
27058,USIM5,AMER,EQUITY CALL,USIMH816,2020-08-17,8.16,1
27059,USIM5,AMER,EQUITY CALL,USIMH856,2020-08-17,8.56,1
27060,USIM5,EURO,EQUITY CALL,USIMH870,2020-08-17,8.66,1
27061,USIM5,EURO,EQUITY CALL,USIMH886,2020-08-17,8.86,1
27062,USIM5,EURO,EQUITY CALL,USIMH970,2020-08-17,9.66,19
27063,USIM5,AMER,EQUITY CALL,USIMI105,2020-09-21,10.46,3
27089,USIM5,AMER,EQUITY CALL,USIMI936,2020-09-21,9.36,3
27092,USIM5,AMER,EQUITY CALL,USIMK720,2020-11-16,7.16,1
27099,USIM5,EURO,EQUITY CALL,USIML910,2020-12-21,9.06,1
27105,USIM5,EURO,EQUITY PUT,USIMS42,2020-07-20,4.2,1
27109,USIM5,EURO,EQUITY PUT,USIMS46,2020-07-20,4.6,2
27113,USIM5,EURO,EQUITY PUT,USIMS5,2020-07-20,5.0,13
27114,USIM5,EURO,EQUITY PUT,USIMS52,2020-07-20,5.2,2
27115,USIM5,EURO,EQUITY PUT,USIMS54,2020-07-20,5.4,2
27116,USIM5,EURO,EQUITY PUT,USIMS56,2020-07-20,5.6,3
27118,USIM5,EURO,EQUITY PUT,USIMS58,2020-07-20,5.8,11
27119,USIM5,EURO,EQUITY PUT,USIMS6,2020-07-20,6.0,23
27120,USIM5,EURO,EQUITY PUT,USIMS62,2020-07-20,6.2,7
27121,USIM5,EURO,EQUITY PUT,USIMS64,2020-07-20,6.4,9
27122,USIM5,EURO,EQUITY PUT,USIMS66,2020-07-20,6.6,19
27123,USIM5,EURO,EQUITY PUT,USIMS680,2020-07-20,6.8,8
27124,USIM5,EURO,EQUITY PUT,USIMS700,2020-07-20,7.0,74
27125,USIM5,EURO,EQUITY PUT,USIMS720,2020-07-20,7.2,4
27126,USIM5,EURO,EQUITY PUT,USIMS740,2020-07-20,7.4,6
27127,USIM5,EURO,EQUITY PUT,USIMS760,2020-07-20,7.6,1
27131,USIM5,EURO,EQUITY PUT,USIMS800,2020-07-20,8.0,1
27139,USIM5,EURO,EQUITY PUT,USIMT35,2020-08-17,3.56,2
27161,USIM5,EURO,EQUITY PUT,USIMT616,2020-08-17,6.16,13
27165,USIM5,EURO,EQUITY PUT,USIMT700,2020-08-17,6.96,4
27166,USIM5,EURO,EQUITY PUT,USIMT720,2020-08-17,7.16,2
27167,USIM5,EURO,EQUITY PUT,USIMT740,2020-08-17,7.36,1
27191,USIM5,EURO,EQUITY PUT,USIMU70,2020-09-21,6.96,4
27250,VALE3,AMER,EQUITY CALL,VALEA610,2021-01-18,61.0,1
27251,VALE3,EURO,EQUITY CALL,VALEA615,2021-01-18,61.5,3
27356,VALE3,AMER,EQUITY CALL,VALEG380,2020-07-20,36.8,2
27369,VALE3,AMER,EQUITY CALL,VALEG438,2020-07-20,43.8,2
27371,VALE3,EURO,EQUITY CALL,VALEG441,2020-07-20,44.05,4
27372,VALE3,EURO,EQUITY CALL,VALEG445,2020-07-20,44.55,1
27374,VALE3,AMER,EQUITY CALL,VALEG453,2020-07-20,45.3,2
27377,VALE3,EURO,EQUITY CALL,VALEG459,2020-07-20,46.05,1
27379,VALE3,AMER,EQUITY CALL,VALEG463,2020-07-20,46.3,1
27380,VALE3,EURO,EQUITY CALL,VALEG465,2020-07-20,46.55,2
27382,VALE3,EURO,EQUITY CALL,VALEG471,2020-07-20,47.05,1
27383,VALE3,AMER,EQUITY CALL,VALEG473,2020-07-20,47.3,2
27384,VALE3,EURO,EQUITY CALL,VALEG475,2020-07-20,47.55,2
27385,VALE3,AMER,EQUITY CALL,VALEG480,2020-07-20,46.8,1
27386,VALE3,EURO,EQUITY CALL,VALEG481,2020-07-20,48.05,1
27387,VALE3,AMER,EQUITY CALL,VALEG483,2020-07-20,48.3,3
27388,VALE3,EURO,EQUITY CALL,VALEG485,2020-07-20,48.55,1
27389,VALE3,AMER,EQUITY CALL,VALEG488,2020-07-20,48.8,3
27390,VALE3,AMER,EQUITY CALL,VALEG490,2020-07-20,47.8,4
27391,VALE3,EURO,EQUITY CALL,VALEG503,2020-07-20,50.3,4
27392,VALE3,EURO,EQUITY CALL,VALEG505,2020-07-20,49.3,4
27393,VALE3,AMER,EQUITY CALL,VALEG510,2020-07-20,49.8,3
27394,VALE3,EURO,EQUITY CALL,VALEG513,2020-07-20,51.3,25
27395,VALE3,AMER,EQUITY CALL,VALEG520,2020-07-20,50.8,20
27396,VALE3,EURO,EQUITY CALL,VALEG523,2020-07-20,52.3,8
27397,VALE3,AMER,EQUITY CALL,VALEG53,2020-07-20,51.8,41
27398,VALE3,EURO,EQUITY CALL,VALEG533,2020-07-20,53.3,17
27399,VALE3,AMER,EQUITY CALL,VALEG540,2020-07-20,52.8,48
27400,VALE3,EURO,EQUITY CALL,VALEG543,2020-07-20,54.3,76
27401,VALE3,AMER,EQUITY CALL,VALEG550,2020-07-20,53.8,108
27402,VALE3,EURO,EQUITY CALL,VALEG553,2020-07-20,55.3,92
27403,VALE3,AMER,EQUITY CALL,VALEG558,2020-07-20,55.8,318
27404,VALE3,AMER,EQUITY CALL,VALEG560,2020-07-20,54.8,216
27405,VALE3,EURO,EQUITY CALL,VALEG563,2020-07-20,56.3,171
27406,VALE3,EURO,EQUITY CALL,VALEG573,2020-07-20,57.3,97
27407,VALE3,AMER,EQUITY CALL,VALEG578,2020-07-20,57.8,614
27408,VALE3,AMER,EQUITY CALL,VALEG580,2020-07-20,56.8,803
27409,VALE3,AMER,EQUITY CALL,VALEG588,2020-07-20,58.8,372
27410,VALE3,EURO,EQUITY CALL,VALEG593,2020-07-20,59.3,72
27411,VALE3,EURO,EQUITY CALL,VALEG595,2020-07-20,58.3,76
27412,VALE3,AMER,EQUITY CALL,VALEG598,2020-07-20,59.8,383
27413,VALE3,AMER,EQUITY CALL,VALEG608,2020-07-20,60.8,284
27414,VALE3,EURO,EQUITY CALL,VALEG613,2020-07-20,61.3,17
27415,VALE3,EURO,EQUITY CALL,VALEG616,2020-07-20,60.3,96
27416,VALE3,AMER,EQUITY CALL,VALEG618,2020-07-20,61.8,200
