,Ticker,Tipo,SgmtNm,TckrSymb,Validade,Strike,TradQty
15122,EMBR3,EURO,EQUITY PUT,EMBRT700,2020-08-17,7.0,1
15125,EMBR3,EURO,EQUITY PUT,EMBRT760,2020-08-17,7.6,7
15126,EMBR3,EURO,EQUITY PUT,EMBRT780,2020-08-17,7.8,5
15127,EMBR3,EURO,EQUITY PUT,EMBRT800,2020-08-17,8.0,1
15128,EMBR3,EURO,EQUITY PUT,EMBRT820,2020-08-17,8.2,6
15137,EMBR3,EURO,EQUITY PUT,EMBRT980,2020-08-17,9.8,1
15178,ENBR3,AMER,EQUITY CALL,ENBRG47,2020-07-20,17.5,1
15179,ENBR3,AMER,EQUITY CALL,ENBRG48,2020-07-20,18.5,2
15183,ENBR3,AMER,EQUITY CALL,ENBRG52,2020-07-20,22.5,1
15194,ENBR3,AMER,EQUITY CALL,ENBRH180,2020-08-17,18.0,1
15196,ENBR3,AMER,EQUITY CALL,ENBRH190,2020-08-17,19.0,1
15228,ENBR3,EURO,EQUITY PUT,ENBRS17,2020-07-20,17.0,4
15238,ENBR3,EURO,EQUITY PUT,ENBRS46,2020-07-20,16.5,2
15239,ENBR3,EURO,EQUITY PUT,ENBRS47,2020-07-20,17.5,1
15252,ENBR3,EURO,EQUITY PUT,ENBRT165,2020-08-17,16.5,1
15403,EQTL3,AMER,EQUITY CALL,EQTLG22,2020-07-20,22.0,46
15404,EQTL3,AMER,EQUITY CALL,EQTLG23,2020-07-20,23.0,3
15405,EQTL3,AMER,EQUITY CALL,EQTLG24,2020-07-20,24.0,7
15407,EQTL3,AMER,EQUITY CALL,EQTLG250,2020-07-20,25.0,11
15421,EQTL3,AMER,EQUITY CALL,EQTLG53,2020-07-20,23.5,1
15433,EQTL3,AMER,EQUITY CALL,EQTLH216,2020-08-17,21.6,8
15435,EQTL3,AMER,EQUITY CALL,EQTLH226,2020-08-17,22.6,63
15437,EQTL3,AMER,EQUITY CALL,EQTLH236,2020-08-17,23.6,27
15439,EQTL3,AMER,EQUITY CALL,EQTLH246,2020-08-17,24.6,11
15465,EQTL3,EURO,EQUITY CALL,EQTLJ241,2020-10-19,24.1,2
15466,EQTL3,EURO,EQUITY CALL,EQTLJ276,2020-10-19,27.6,2
15477,EQTL3,EURO,EQUITY PUT,EQTLS17,2020-07-20,17.0,5
15480,EQTL3,EURO,EQUITY PUT,EQTLS20,2020-07-20,20.0,1
15481,EQTL3,EURO,EQUITY PUT,EQTLS21,2020-07-20,21.0,18
15483,EQTL3,EURO,EQUITY PUT,EQTLS23,2020-07-20,23.0,9
15498,EQTL3,EURO,EQUITY PUT,EQTLS51,2020-07-20,21.5,1
15509,EQTL3,EURO,EQUITY PUT,EQTLT201,2020-08-17,20.1,2
15510,EQTL3,EURO,EQUITY PUT,EQTLT206,2020-08-17,20.6,1
15514,EQTL3,EURO,EQUITY PUT,EQTLT226,2020-08-17,22.6,43
15516,EQTL3,EURO,EQUITY PUT,EQTLT236,2020-08-17,23.6,24
15543,EQTL3,EURO,EQUITY PUT,EQTLV206,2020-10-19,20.6,3
15733,GFSA3,AMER,EQUITY CALL,GFSAJ74,2020-10-19,7.4,14
15734,GFSA3,EURO,EQUITY PUT,GFSAV74,2020-10-19,7.4,3
15749,GGBR4,AMER,EQUITY CALL,GGBRG11,2020-07-20,11.36,5
15750,GGBR4,AMER,EQUITY CALL,GGBRG12,2020-07-20,12.36,13
15751,GGBR4,AMER,EQUITY CALL,GGBRG129,2020-07-20,12.86,1
15752,GGBR4,AMER,EQUITY CALL,GGBRG134,2020-07-20,13.36,2
15753,GGBR4,AMER,EQUITY CALL,GGBRG14,2020-07-20,14.36,10
15755,GGBR4,EURO,EQUITY CALL,GGBRG146,2020-07-20,14.61,2
15756,GGBR4,AMER,EQUITY CALL,GGBRG15,2020-07-20,15.36,44
15757,GGBR4,EURO,EQUITY CALL,GGBRG151,2020-07-20,15.11,1
15758,GGBR4,EURO,EQUITY CALL,GGBRG156,2020-07-20,15.61,8
15759,GGBR4,AMER,EQUITY CALL,GGBRG16,2020-07-20,15.86,55
15760,GGBR4,EURO,EQUITY CALL,GGBRG161,2020-07-20,16.11,4
15761,GGBR4,AMER,EQUITY CALL,GGBRG163,2020-07-20,16.36,35
15762,GGBR4,EURO,EQUITY CALL,GGBRG166,2020-07-20,16.61,11
15763,GGBR4,AMER,EQUITY CALL,GGBRG168,2020-07-20,16.86,59
15764,GGBR4,EURO,EQUITY CALL,GGBRG171,2020-07-20,17.11,20
15765,GGBR4,EURO,EQUITY CALL,GGBRG181,2020-07-20,18.11,17
15766,GGBR4,EURO,EQUITY CALL,GGBRG186,2020-07-20,18.61,12
15772,GGBR4,AMER,EQUITY CALL,GGBRG43,2020-07-20,13.86,1
15773,GGBR4,AMER,EQUITY CALL,GGBRG44,2020-07-20,14.86,16
15777,GGBR4,EURO,EQUITY CALL,GGBRG8,2020-07-20,13.61,2
15791,GGBR4,AMER,EQUITY CALL,GGBRH114,2020-08-17,11.47,6
15795,GGBR4,AMER,EQUITY CALL,GGBRH124,2020-08-17,12.47,25
15799,GGBR4,AMER,EQUITY CALL,GGBRH134,2020-08-17,13.47,2
15803,GGBR4,AMER,EQUITY CALL,GGBRH144,2020-08-17,14.47,1
15804,GGBR4,EURO,EQUITY CALL,GGBRH147,2020-08-17,14.72,1
15805,GGBR4,AMER,EQUITY CALL,GGBRH149,2020-08-17,14.97,27
15807,GGBR4,AMER,EQUITY CALL,GGBRH154,2020-08-17,15.47,27
15809,GGBR4,AMER,EQUITY CALL,GGBRH159,2020-08-17,15.97,13
15811,GGBR4,AMER,EQUITY CALL,GGBRH164,2020-08-17,16.47,8
15813,GGBR4,AMER,EQUITY CALL,GGBRH169,2020-08-17,16.97,5
15814,GGBR4,EURO,EQUITY CALL,GGBRH172,2020-08-17,17.22,11
15815,GGBR4,AMER,EQUITY CALL,GGBRH174,2020-08-17,17.47,3
15821,GGBR4,AMER,EQUITY CALL,GGBRH204,2020-08-17,20.47,26
15907,GGBR4,EURO,EQUITY PUT,GGBRQ120,2022-05-20,12.0,1
15911,GGBR4,EURO,EQUITY PUT,GGBRS10,2020-07-20,10.36,8
15912,GGBR4,EURO,EQUITY PUT,GGBRS11,2020-07-20,11.36,2
15913,GGBR4,EURO,EQUITY PUT,GGBRS12,2020-07-20,12.36,1
15914,GGBR4,EURO,EQUITY PUT,GGBRS129,2020-07-20,12.86,3
15915,GGBR4,EURO,EQUITY PUT,GGBRS134,2020-07-20,13.36,17
15916,GGBR4,EURO,EQUITY PUT,GGBRS14,2020-07-20,14.36,24
15917,GGBR4,EURO,EQUITY PUT,GGBRS141,2020-07-20,14.11,11
15918,GGBR4,EURO,EQUITY PUT,GGBRS146,2020-07-20,14.61,8
15919,GGBR4,EURO,EQUITY PUT,GGBRS15,2020-07-20,15.36,73
15920,GGBR4,EURO,EQUITY PUT,GGBRS151,2020-07-20,15.11,10
15921,GGBR4,EURO,EQUITY PUT,GGBRS156,2020-07-20,15.61,4
15922,GGBR4,EURO,EQUITY PUT,GGBRS16,2020-07-20,15.86,14
15925,GGBR4,EURO,EQUITY PUT,GGBRS166,2020-07-20,16.61,1
15929,GGBR4,EURO,EQUITY PUT,GGBRS186,2020-07-20,18.61,4
15930,GGBR4,EURO,EQUITY PUT,GGBRS2,2020-07-20,10.61,2
15932,GGBR4,EURO,EQUITY PUT,GGBRS4,2020-07-20,11.61,2
15933,GGBR4,EURO,EQUITY PUT,GGBRS40,2020-07-20,10.86,1
15935,GGBR4,EURO,EQUITY PUT,GGBRS43,2020-07-20,13.86,2
15936,GGBR4,EURO,EQUITY PUT,GGBRS44,2020-07-20,14.86,113
15937,GGBR4,EURO,EQUITY PUT,GGBRS5,2020-07-20,12.11,2
15938,GGBR4,EURO,EQUITY PUT,GGBRS6,2020-07-20,12.61,1
15939,GGBR4,EURO,EQUITY PUT,GGBRS7,2020-07-20,13.11,4
15940,GGBR4,EURO,EQUITY PUT,GGBRS8,2020-07-20,13.61,5
15958,GGBR4,EURO,EQUITY PUT,GGBRT124,2020-08-17,12.47,2
15961,GGBR4,EURO,EQUITY PUT,GGBRT132,2020-08-17,13.22,1
15962,GGBR4,EURO,EQUITY PUT,GGBRT134,2020-08-17,13.47,3
15966,GGBR4,EURO,EQUITY PUT,GGBRT144,2020-08-17,14.47,23
15968,GGBR4,EURO,EQUITY PUT,GGBRT149,2020-08-17,14.97,11
15970,GGBR4,EURO,EQUITY PUT,GGBRT154,2020-08-17,15.47,50
15972,GGBR4,EURO,EQUITY PUT,GGBRT159,2020-08-17,15.97,8
15974,GGBR4,EURO,EQUITY PUT,GGBRT164,2020-08-17,16.47,9
16120,GOAU4,AMER,EQUITY CALL,GOAUG56,2020-07-20,5.6,2
16125,GOAU4,AMER,EQUITY CALL,GOAUG66,2020-07-20,6.6,1
16126,GOAU4,AMER,EQUITY CALL,GOAUG68,2020-07-20,6.8,1
16127,GOAU4,AMER,EQUITY CALL,GOAUG7,2020-07-20,7.0,8
16128,GOAU4,AMER,EQUITY CALL,GOAUG720,2020-07-20,7.2,5
16129,GOAU4,AMER,EQUITY CALL,GOAUG740,2020-07-20,7.4,8
16130,GOAU4,AMER,EQUITY CALL,GOAUG760,2020-07-20,7.6,9
16131,GOAU4,AMER,EQUITY CALL,GOAUG780,2020-07-20,7.8,9
16132,GOAU4,AMER,EQUITY CALL,GOAUG800,2020-07-20,8.0,6
16133,GOAU4,AMER,EQUITY CALL,GOAUG820,2020-07-20,8.2,6
16134,GOAU4,AMER,EQUITY CALL,GOAUH110,2020-08-17,10.98,3
16153,GOAU4,AMER,EQUITY CALL,GOAUH68,2020-08-17,6.98,3
16154,GOAU4,AMER,EQUITY CALL,GOAUH7,2020-08-17,7.18,5
16155,GOAU4,AMER,EQUITY CALL,GOAUH740,2020-08-17,7.38,6
16156,GOAU4,AMER,EQUITY CALL,GOAUH760,2020-08-17,7.58,1
16158,GOAU4,EURO,EQUITY CALL,GOAUH828,2020-08-17,8.28,1
16189,GOAU4,EURO,EQUITY PUT,GOAUS41,2020-07-20,4.1,2
16198,GOAU4,EURO,EQUITY PUT,GOAUS5,2020-07-20,5.0,1
16203,GOAU4,EURO,EQUITY PUT,GOAUS6,2020-07-20,6.0,1
16205,GOAU4,EURO,EQUITY PUT,GOAUS64,2020-07-20,6.4,1
16207,GOAU4,EURO,EQUITY PUT,GOAUS68,2020-07-20,6.8,1
16208,GOAU4,EURO,EQUITY PUT,GOAUS7,2020-07-20,7.0,1
16209,GOAU4,EURO,EQUITY PUT,GOAUS720,2020-07-20,7.2,1
16225,GOAU4,EURO,EQUITY PUT,GOAUT52,2020-08-17,5.38,1
16227,GOAU4,EURO,EQUITY PUT,GOAUT54,2020-08-17,5.58,1
16232,GOAU4,EURO,EQUITY PUT,GOAUT64,2020-08-17,6.58,1
16274,GOLL4,AMER,EQUITY CALL,GOLLG200,2020-07-20,20.0,11
16275,GOLL4,EURO,EQUITY CALL,GOLLG347,2020-07-20,34.75,2
16278,GOLL4,AMER,EQUITY CALL,GOLLH200,2020-08-17,20.0,1
16279,GOLL4,AMER,EQUITY CALL,GOLLH245,2020-08-17,24.5,1
16299,GOLL4,EURO,EQUITY PUT,GOLLS155,2020-07-20,15.5,3
16302,GOLL4,EURO,EQUITY PUT,GOLLS95,2020-07-20,9.5,2
16303,GOLL4,EURO,EQUITY PUT,GOLLT155,2020-08-17,15.5,1
16385,HGTX3,AMER,EQUITY CALL,HGTXG14,2020-07-20,14.0,1
16426,HYPE3,AMER,EQUITY CALL,HYPEG3,2020-07-20,33.5,7
16435,HYPE3,AMER,EQUITY CALL,HYPEG362,2020-07-20,36.0,1
16437,HYPE3,AMER,EQUITY CALL,HYPEG372,2020-07-20,37.0,1
16468,HYPE3,AMER,EQUITY CALL,HYPEH33,2020-08-17,32.75,1
16470,HYPE3,AMER,EQUITY CALL,HYPEH350,2020-08-17,34.75,2
16510,HYPE3,EURO,EQUITY PUT,HYPES22,2020-07-20,22.0,1
16523,HYPE3,EURO,EQUITY PUT,HYPES332,2020-07-20,33.0,1
16524,HYPE3,EURO,EQUITY PUT,HYPES34,2020-07-20,34.0,1
16556,HYPE3,EURO,EQUITY PUT,HYPET29,2020-08-17,28.75,1
16562,HYPE3,EURO,EQUITY PUT,HYPET350,2020-08-17,34.75,1
19024,IGTA3,EURO,EQUITY PUT,IGTAT360,2020-08-17,35.79,2
19043,IRBR3,EURO,EQUITY CALL,IRBRC142,2021-03-15,14.25,3
19046,IRBR3,AMER,EQUITY CALL,IRBRD375,2021-04-19,37.32,1
19047,IRBR3,AMER,EQUITY CALL,IRBRG108,2020-07-20,10.82,68
19048,IRBR3,AMER,EQUITY CALL,IRBRG118,2020-07-20,11.82,580
19049,IRBR3,AMER,EQUITY CALL,IRBRG128,2020-07-20,12.82,227
19050,IRBR3,AMER,EQUITY CALL,IRBRG148,2020-07-20,14.82,671
19051,IRBR3,AMER,EQUITY CALL,IRBRG158,2020-07-20,15.82,131
19052,IRBR3,EURO,EQUITY CALL,IRBRG160,2020-07-20,16.07,350
19053,IRBR3,AMER,EQUITY CALL,IRBRG168,2020-07-20,16.82,34
19054,IRBR3,AMER,EQUITY CALL,IRBRG188,2020-07-20,18.82,32
19055,IRBR3,AMER,EQUITY CALL,IRBRG198,2020-07-20,19.82,4
19056,IRBR3,AMER,EQUITY CALL,IRBRG208,2020-07-20,20.82,12
19057,IRBR3,AMER,EQUITY CALL,IRBRG218,2020-07-20,21.82,198
19058,IRBR3,AMER,EQUITY CALL,IRBRG258,2020-07-20,25.82,112
19061,IRBR3,EURO,EQUITY CALL,IRBRG360,2020-07-20,36.07,28
19062,IRBR3,AMER,EQUITY CALL,IRBRG363,2020-07-20,36.32,1
19063,IRBR3,EURO,EQUITY CALL,IRBRG380,2020-07-20,38.07,25
19064,IRBR3,EURO,EQUITY CALL,IRBRG385,2020-07-20,38.57,3
19065,IRBR3,EURO,EQUITY CALL,IRBRG405,2020-07-20,40.57,52
19066,IRBR3,AMER,EQUITY CALL,IRBRG43,2020-07-20,13.82,940
19067,IRBR3,AMER,EQUITY CALL,IRBRG47,2020-07-20,17.82,216
19068,IRBR3,AMER,EQUITY CALL,IRBRG58,2020-07-20,5.82,1
19071,IRBR3,AMER,EQUITY CALL,IRBRG782,2020-07-20,7.82,3
19072,IRBR3,EURO,EQUITY CALL,IRBRG832,2020-07-20,8.32,2
19073,IRBR3,AMER,EQUITY CALL,IRBRG882,2020-07-20,8.82,20
19074,IRBR3,AMER,EQUITY CALL,IRBRG90,2020-07-20,29.82,92
19075,IRBR3,AMER,EQUITY CALL,IRBRG98,2020-07-20,9.82,39
19076,IRBR3,AMER,EQUITY CALL,IRBRH115,2020-08-17,11.5,52
19077,IRBR3,AMER,EQUITY CALL,IRBRH135,2020-08-17,13.5,27
19078,IRBR3,AMER,EQUITY CALL,IRBRH140,2020-08-17,14.0,413
19079,IRBR3,AMER,EQUITY CALL,IRBRH150,2020-08-17,15.0,9
19080,IRBR3,AMER,EQUITY CALL,IRBRH155,2020-08-17,15.5,625
19081,IRBR3,AMER,EQUITY CALL,IRBRH180,2020-08-17,18.0,3
19082,IRBR3,AMER,EQUITY CALL,IRBRH190,2020-08-17,19.0,5
19083,IRBR3,AMER,EQUITY CALL,IRBRH200,2020-08-17,20.0,53
19084,IRBR3,AMER,EQUITY CALL,IRBRH390,2020-08-17,39.0,21
19085,IRBR3,EURO,EQUITY CALL,IRBRH950,2020-08-17,9.5,2
19092,IRBR3,EURO,EQUITY CALL,IRBRI135,2020-09-21,13.57,9
19095,IRBR3,EURO,EQUITY CALL,IRBRI150,2020-09-21,15.07,6
19097,IRBR3,EURO,EQUITY CALL,IRBRI160,2020-09-21,16.07,2
19099,IRBR3,EURO,EQUITY CALL,IRBRI440,2020-09-21,44.07,2
19121,IRBR3,EURO,EQUITY PUT,IRBRM367,2021-01-18,36.57,1
19126,IRBR3,EURO,EQUITY PUT,IRBRP360,2021-04-19,35.82,1
19127,IRBR3,EURO,EQUITY PUT,IRBRP367,2021-04-19,36.57,1
19129,IRBR3,EURO,EQUITY PUT,IRBRS108,2020-07-20,10.82,105
19130,IRBR3,EURO,EQUITY PUT,IRBRS118,2020-07-20,11.82,71
19131,IRBR3,EURO,EQUITY PUT,IRBRS128,2020-07-20,12.82,9
19148,IRBR3,EURO,EQUITY PUT,IRBRS43,2020-07-20,13.82,9
19150,IRBR3,EURO,EQUITY PUT,IRBRS58,2020-07-20,5.82,62
19151,IRBR3,EURO,EQUITY PUT,IRBRS682,2020-07-20,6.82,13
19152,IRBR3,EURO,EQUITY PUT,IRBRS732,2020-07-20,7.32,79
19153,IRBR3,EURO,EQUITY PUT,IRBRS782,2020-07-20,7.82,23
19154,IRBR3,EURO,EQUITY PUT,IRBRS832,2020-07-20,8.32,14
19155,IRBR3,EURO,EQUITY PUT,IRBRS882,2020-07-20,8.82,53
19156,IRBR3,EURO,EQUITY PUT,IRBRS90,2020-07-20,29.82,1
19157,IRBR3,EURO,EQUITY PUT,IRBRS98,2020-07-20,9.82,138
19158,IRBR3,EURO,EQUITY PUT,IRBRT115,2020-08-17,11.5,5
19167,IRBR3,EURO,EQUITY PUT,IRBRT950,2020-08-17,9.5,11
19169,IRBR3,EURO,EQUITY PUT,IRBRU110,2020-09-21,11.07,1
19180,IRBR3,EURO,EQUITY PUT,IRBRU403,2020-09-21,40.32,1
19187,IRBR3,EURO,EQUITY PUT,IRBRU900,2020-09-21,29.82,1
19468,ITSA4,EURO,EQUITY CALL,ITSAG104,2020-07-20,10.41,98
19469,ITSA4,AMER,EQUITY CALL,ITSAG105,2020-07-20,10.66,259
19470,ITSA4,AMER,EQUITY CALL,ITSAG110,2020-07-20,11.16,162
19471,ITSA4,AMER,EQUITY CALL,ITSAG116,2020-07-20,11.66,240
19472,ITSA4,AMER,EQUITY CALL,ITSAG131,2020-07-20,12.66,77
19473,ITSA4,AMER,EQUITY CALL,ITSAG155,2020-07-20,14.66,87
19478,ITSA4,AMER,EQUITY CALL,ITSAG658,2020-07-20,6.56,3
19486,ITSA4,AMER,EQUITY CALL,ITSAG818,2020-07-20,8.16,1
19489,ITSA4,AMER,EQUITY CALL,ITSAG878,2020-07-20,8.76,1
19492,ITSA4,AMER,EQUITY CALL,ITSAG918,2020-07-20,9.16,9
19493,ITSA4,EURO,EQUITY CALL,ITSAG928,2020-07-20,9.26,8
19495,ITSA4,AMER,EQUITY CALL,ITSAG938,2020-07-20,9.36,8
19496,ITSA4,EURO,EQUITY CALL,ITSAG948,2020-07-20,9.46,43
19497,ITSA4,AMER,EQUITY CALL,ITSAG958,2020-07-20,9.56,13
19498,ITSA4,EURO,EQUITY CALL,ITSAG968,2020-07-20,9.66,3
19499,ITSA4,AMER,EQUITY CALL,ITSAG978,2020-07-20,9.76,52
19500,ITSA4,AMER,EQUITY CALL,ITSAG996,2020-07-20,9.96,117
19501,ITSA4,AMER,EQUITY CALL,ITSAH10,2020-08-17,9.96,24
19502,ITSA4,AMER,EQUITY CALL,ITSAH100,2020-08-17,10.16,6
19503,ITSA4,EURO,EQUITY CALL,ITSAH104,2020-08-17,10.41,12
19504,ITSA4,AMER,EQUITY CALL,ITSAH106,2020-08-17,10.66,28
19505,ITSA4,EURO,EQUITY CALL,ITSAH109,2020-08-17,10.91,4
19506,ITSA4,AMER,EQUITY CALL,ITSAH110,2020-08-17,11.16,24
19507,ITSA4,AMER,EQUITY CALL,ITSAH115,2020-08-17,11.66,19
19508,ITSA4,AMER,EQUITY CALL,ITSAH131,2020-08-17,12.66,45
19509,ITSA4,EURO,EQUITY CALL,ITSAH141,2020-08-17,11.41,4
19510,ITSA4,EURO,EQUITY CALL,ITSAH152,2020-08-17,14.41,3
19511,ITSA4,EURO,EQUITY CALL,ITSAH158,2020-08-17,15.41,11
19527,ITSA4,AMER,EQUITY CALL,ITSAH918,2020-08-17,9.16,3
19529,ITSA4,AMER,EQUITY CALL,ITSAH938,2020-08-17,9.36,3
19530,ITSA4,AMER,EQUITY CALL,ITSAH958,2020-08-17,9.56,5
19531,ITSA4,AMER,EQUITY CALL,ITSAH978,2020-08-17,9.76,16
19532,ITSA4,AMER,EQUITY CALL,ITSAI105,2020-09-21,10.56,3
19538,ITSA4,AMER,EQUITY CALL,ITSAI130,2020-09-21,13.06,3
19577,ITSA4,EURO,EQUITY CALL,ITSAL11,2020-12-21,11.27,1
19581,ITSA4,AMER,EQUITY CALL,ITSAL160,2020-12-21,15.52,1
19607,ITSA4,EURO,EQUITY PUT,ITSAS104,2020-07-20,10.41,6
19611,ITSA4,EURO,EQUITY PUT,ITSAS131,2020-07-20,12.66,4
19613,ITSA4,EURO,EQUITY PUT,ITSAS501,2020-07-20,4.56,1
19615,ITSA4,EURO,EQUITY PUT,ITSAS628,2020-07-20,6.26,6
19617,ITSA4,EURO,EQUITY PUT,ITSAS658,2020-07-20,6.56,1
19618,ITSA4,EURO,EQUITY PUT,ITSAS678,2020-07-20,6.76,1
19619,ITSA4,EURO,EQUITY PUT,ITSAS698,2020-07-20,6.96,4
19620,ITSA4,EURO,EQUITY PUT,ITSAS718,2020-07-20,7.16,3
19621,ITSA4,EURO,EQUITY PUT,ITSAS738,2020-07-20,7.36,3
19623,ITSA4,EURO,EQUITY PUT,ITSAS778,2020-07-20,7.76,1
19624,ITSA4,EURO,EQUITY PUT,ITSAS798,2020-07-20,7.96,7
19625,ITSA4,EURO,EQUITY PUT,ITSAS818,2020-07-20,8.16,2
19626,ITSA4,EURO,EQUITY PUT,ITSAS838,2020-07-20,8.36,5
19627,ITSA4,EURO,EQUITY PUT,ITSAS858,2020-07-20,8.56,2
19628,ITSA4,EURO,EQUITY PUT,ITSAS878,2020-07-20,8.76,8
19629,ITSA4,EURO,EQUITY PUT,ITSAS898,2020-07-20,8.96,14
19630,ITSA4,EURO,EQUITY PUT,ITSAS908,2020-07-20,9.06,17
19631,ITSA4,EURO,EQUITY PUT,ITSAS918,2020-07-20,9.16,9
19632,ITSA4,EURO,EQUITY PUT,ITSAS928,2020-07-20,9.26,5
19633,ITSA4,EURO,EQUITY PUT,ITSAS93,2020-07-20,8.46,3
19634,ITSA4,EURO,EQUITY PUT,ITSAS938,2020-07-20,9.36,9
19635,ITSA4,EURO,EQUITY PUT,ITSAS948,2020-07-20,9.46,5
19636,ITSA4,EURO,EQUITY PUT,ITSAS958,2020-07-20,9.56,12
19637,ITSA4,EURO,EQUITY PUT,ITSAS968,2020-07-20,9.66,15
19638,ITSA4,EURO,EQUITY PUT,ITSAS978,2020-07-20,9.76,32
19639,ITSA4,EURO,EQUITY PUT,ITSAS996,2020-07-20,9.96,19
19640,ITSA4,EURO,EQUITY PUT,ITSAT10,2020-08-17,9.96,1
19641,ITSA4,EURO,EQUITY PUT,ITSAT100,2020-08-17,10.16,1
19642,ITSA4,EURO,EQUITY PUT,ITSAT104,2020-08-17,10.41,1
19646,ITSA4,EURO,EQUITY PUT,ITSAT115,2020-08-17,11.66,1
19647,ITSA4,EURO,EQUITY PUT,ITSAT131,2020-08-17,12.66,5
19651,ITSA4,EURO,EQUITY PUT,ITSAT638,2020-08-17,6.36,3
19656,ITSA4,EURO,EQUITY PUT,ITSAT738,2020-08-17,7.36,1
19657,ITSA4,EURO,EQUITY PUT,ITSAT748,2020-08-17,7.46,3
19660,ITSA4,EURO,EQUITY PUT,ITSAT798,2020-08-17,7.96,1
19661,ITSA4,EURO,EQUITY PUT,ITSAT818,2020-08-17,8.16,16
19663,ITSA4,EURO,EQUITY PUT,ITSAT858,2020-08-17,8.56,2
19664,ITSA4,EURO,EQUITY PUT,ITSAT878,2020-08-17,8.76,1
19665,ITSA4,EURO,EQUITY PUT,ITSAT898,2020-08-17,8.96,2
19666,ITSA4,EURO,EQUITY PUT,ITSAT918,2020-08-17,9.16,1
19668,ITSA4,EURO,EQUITY PUT,ITSAT938,2020-08-17,9.36,5
19669,ITSA4,EURO,EQUITY PUT,ITSAT958,2020-08-17,9.56,3
19670,ITSA4,EURO,EQUITY PUT,ITSAT978,2020-08-17,9.76,4
19685,ITSA4,EURO,EQUITY PUT,ITSAU856,2020-09-21,8.56,3
19689,ITSA4,EURO,EQUITY PUT,ITSAU936,2020-09-21,9.36,1
19721,ITSA4,EURO,EQUITY PUT,ITSAX477,2020-12-21,4.32,1
19791,ITUB4,AMER,EQUITY CALL,ITUBG23,2020-07-20,23.12,42
19792,ITUB4,EURO,EQUITY CALL,ITUBG238,2020-07-20,23.87,92
19793,ITUB4,AMER,EQUITY CALL,ITUBG24,2020-07-20,24.12,9
19794,ITUB4,EURO,EQUITY CALL,ITUBG248,2020-07-20,24.87,6
19795,ITUB4,AMER,EQUITY CALL,ITUBG251,2020-07-20,25.12,15
19796,ITUB4,EURO,EQUITY CALL,ITUBG252,2020-07-20,23.37,49
19797,ITUB4,EURO,EQUITY CALL,ITUBG253,2020-07-20,25.37,5
19798,ITUB4,AMER,EQUITY CALL,ITUBG256,2020-07-20,25.62,125
19799,ITUB4,EURO,EQUITY CALL,ITUBG258,2020-07-20,25.87,7
19800,ITUB4,EURO,EQUITY CALL,ITUBG262,2020-07-20,26.37,45
19801,ITUB4,EURO,EQUITY CALL,ITUBG263,2020-07-20,24.37,4
19802,ITUB4,AMER,EQUITY CALL,ITUBG266,2020-07-20,26.62,171
19803,ITUB4,EURO,EQUITY CALL,ITUBG268,2020-07-20,26.87,120
19804,ITUB4,AMER,EQUITY CALL,ITUBG271,2020-07-20,26.12,132
19805,ITUB4,AMER,EQUITY CALL,ITUBG272,2020-07-20,27.12,163
19806,ITUB4,EURO,EQUITY CALL,ITUBG273,2020-07-20,27.37,17
19807,ITUB4,AMER,EQUITY CALL,ITUBG276,2020-07-20,27.62,68
19808,ITUB4,EURO,EQUITY CALL,ITUBG279,2020-07-20,27.87,34
19809,ITUB4,EURO,EQUITY CALL,ITUBG283,2020-07-20,28.37,97
19810,ITUB4,AMER,EQUITY CALL,ITUBG286,2020-07-20,28.62,70
19811,ITUB4,EURO,EQUITY CALL,ITUBG288,2020-07-20,28.87,19
19812,ITUB4,AMER,EQUITY CALL,ITUBG291,2020-07-20,29.12,56
19813,ITUB4,AMER,EQUITY CALL,ITUBG296,2020-07-20,29.62,750
19814,ITUB4,EURO,EQUITY CALL,ITUBG30,2020-07-20,30.87,41
19815,ITUB4,AMER,EQUITY CALL,ITUBG300,2020-07-20,28.12,303
19816,ITUB4,AMER,EQUITY CALL,ITUBG301,2020-07-20,30.12,51
19817,ITUB4,EURO,EQUITY CALL,ITUBG303,2020-07-20,30.37,1
19818,ITUB4,EURO,EQUITY CALL,ITUBG308,2020-07-20,29.87,15
19819,ITUB4,EURO,EQUITY CALL,ITUBG312,2020-07-20,29.37,6
19820,ITUB4,AMER,EQUITY CALL,ITUBG316,2020-07-20,30.62,37
19821,ITUB4,EURO,EQUITY CALL,ITUBG318,2020-07-20,31.87,6
19822,ITUB4,AMER,EQUITY CALL,ITUBG32,2020-07-20,32.12,17
19823,ITUB4,AMER,EQUITY CALL,ITUBG321,2020-07-20,31.12,20
19824,ITUB4,AMER,EQUITY CALL,ITUBG326,2020-07-20,32.62,1
19825,ITUB4,EURO,EQUITY CALL,ITUBG328,2020-07-20,32.87,4
19826,ITUB4,AMER,EQUITY CALL,ITUBG331,2020-07-20,33.12,1
19827,ITUB4,EURO,EQUITY CALL,ITUBG332,2020-07-20,31.37,7
19828,ITUB4,EURO,EQUITY CALL,ITUBG333,2020-07-20,32.37,5
19829,ITUB4,AMER,EQUITY CALL,ITUBG335,2020-07-20,31.62,13
19830,ITUB4,EURO,EQUITY CALL,ITUBG357,2020-07-20,33.87,4
19832,ITUB4,AMER,EQUITY CALL,ITUBG369,2020-07-20,35.12,5
